Date,Open,High,Low,Close,Adj Close,Volume
2021-04-13,31.190000534057617,31.190000534057617,31.190000534057617,31.190000534057617,28.055509567260742,0
2021-04-14,31.34000015258789,31.34000015258789,31.34000015258789,31.34000015258789,28.1904354095459,0
2021-04-15,31.43000030517578,31.43000030517578,31.43000030517578,31.43000030517578,28.271390914916992,0
2021-04-16,31.59000015258789,31.59000015258789,31.59000015258789,31.59000015258789,28.41530990600586,0
2021-04-19,31.559999465942383,31.559999465942383,31.559999465942383,31.559999465942383,28.388324737548828,0
2021-04-20,31.15999984741211,31.15999984741211,31.15999984741211,31.15999984741211,28.02852439880371,0
2021-04-21,30.989999771118164,30.989999771118164,30.989999771118164,30.989999771118164,27.875608444213867,0
2021-04-22,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,28.136465072631836,0
2021-04-23,31.6299991607666,31.6299991607666,31.6299991607666,31.6299991607666,28.451290130615234,0
2021-04-26,31.760000228881836,31.760000228881836,31.760000228881836,31.760000228881836,28.568225860595703,0
2021-04-27,31.700000762939453,31.700000762939453,31.700000762939453,31.700000762939453,28.51425552368164,0
2021-04-28,31.75,31.75,31.75,31.75,28.55923080444336,0
2021-04-29,31.670000076293945,31.670000076293945,31.670000076293945,31.670000076293945,28.48727035522461,0
2021-04-30,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,28.136465072631836,0
2021-05-03,31.360000610351562,31.360000610351562,31.360000610351562,31.360000610351562,28.208425521850586,0
2021-05-04,30.770000457763672,30.770000457763672,30.770000457763672,30.770000457763672,27.677717208862305,0
2021-05-05,31.1299991607666,31.1299991607666,31.1299991607666,31.1299991607666,28.001537322998047,0
2021-05-06,31.25,31.25,31.25,31.25,28.109477996826172,0
2021-05-07,31.65999984741211,31.65999984741211,31.65999984741211,31.65999984741211,28.478275299072266,0
2021-05-10,31.3700008392334,31.3700008392334,31.3700008392334,31.3700008392334,28.21742057800293,0
2021-05-11,30.739999771118164,30.739999771118164,30.739999771118164,30.739999771118164,27.650732040405273,0
2021-05-12,30.170000076293945,30.170000076293945,30.170000076293945,30.170000076293945,27.138015747070312,0
2021-05-13,30.149999618530273,30.149999618530273,30.149999618530273,30.149999618530273,27.120025634765625,0
2021-05-14,30.739999771118164,30.739999771118164,30.739999771118164,30.739999771118164,27.650732040405273,0
